epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
1,0.6668045135105357,0.5724880115980818,0.6065463622411092,0.7937691970162353
2,0.5952116299201461,0.6766477082636333,0.5160741408665975,0.7318999561211057
3,0.48851650865638957,0.7753986840637894,0.4693467120329539,0.8075910487055726
4,0.4300317001693389,0.7896593063454891,0.4713301509618759,0.7814831066257131
5,0.4540516278323005,0.7913599866175979,0.4196147471666336,0.8293111013602457
6,0.41933487005093517,0.827854912456786,0.4314342389504115,0.7865291794646775
7,0.3970574039746733,0.8125487900078063,0.45030743877093,0.830846862659061
8,0.38956295655054207,0.8203133712501394,0.42297886312007904,0.8176831943835016
9,0.3450983743018964,0.8499637559942009,0.449965034921964,0.8446687143483984
10,0.30405713968417225,0.8715010594401695,0.4189674456914266,0.8170250109697236
11,0.2521371946615331,0.8943069030891044,0.5033739805221558,0.7974989030276437
12,0.2808294072199394,0.8963560834169734,0.42642103383938473,0.7915752523036419
13,0.2261548475636279,0.9045528047284488,0.40673115352789563,0.8075910487055726
14,0.21368404812015154,0.9042043046726888,0.46696851402521133,0.7588854760860027
15,0.24287277273833752,0.8878108620497379,0.40576983988285065,0.8402808249232119
16,0.21496997866779566,0.9113555258168842,0.4718158344427745,0.7551557700745941
17,0.210642659707981,0.9062116649938664,0.40080641955137253,0.7871873628784555
18,0.16655882393174312,0.9294078287052526,0.49587564170360565,0.8097849934181658
19,0.1548535509637612,0.9423999107839858,0.4359651729464531,0.7755594559017113
20,0.15663848862545016,0.938650050184008,0.44000107795000076,0.7893813075910487
21,0.1621244823669686,0.9372560499609679,0.5605410784482956,0.7362878455462922
