epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
1,0.6619668953558978,0.5898711943793911,0.6082936624685923,0.7981570864414216
2,0.5404437920626473,0.7544329207092673,0.5082799990971884,0.7871873628784555
3,0.5157879385001519,0.7702966432474629,0.5226552387078603,0.7086441421676174
4,0.4436637820566402,0.796726887476302,0.43749235570430756,0.801009214567793
5,0.4038914328112322,0.8056624289059886,0.43332159519195557,0.7784115840280825
6,0.40296267235980315,0.8357449537191926,0.39809104551871616,0.8387450636243967
7,0.3723007089951459,0.8227110516337682,0.4035073419411977,0.8475208424747697
8,0.37269702334614363,0.8383656741385079,0.42118747035662335,0.8380868802106187
9,0.3033782002680442,0.8725047396007584,0.4280030181010564,0.7667836770513383
10,0.3227340037770131,0.8759479201516672,0.4706547533472379,0.7623957876261518
11,0.30437103965703177,0.8834058213449314,0.3868463486433029,0.8242650285212814
12,0.27071788227733445,0.9008029441284711,0.40534454584121704,0.7959631417288284
13,0.22598656770937584,0.9072571651611465,0.37219193081061047,0.871434839842036
14,0.25870089183616285,0.8970530835284933,0.38127295424540836,0.8242650285212814
15,0.24979865926263087,0.9008447641351622,0.44773049155871075,0.8075910487055726
16,0.19114392880788622,0.9369493699118991,0.43692367275555927,0.8053971039929795
17,0.1991385656874627,0.9130980260956842,0.5319308241208395,0.7762176393154893
18,0.1929741231176783,0.9263967882234861,0.42854545762141544,0.831505046072839
19,0.138547885012539,0.9529524924723988,0.5177912016709646,0.8198771390960948
20,0.186414645272581,0.9314988290398127,0.504725863536199,0.8242650285212814
21,0.13288068061913638,0.9563538530166165,0.554505447546641,0.8286529179464678
22,0.1572720486232463,0.9359038697446191,0.6922735422849655,0.7437472575691093
23,0.12818107180133023,0.948854131816661,0.49732931951681775,0.8431329530495832
24,0.10390251513351412,0.9642020742723318,0.5522659122943878,0.8242650285212814
25,0.11308623002910548,0.9543046726887476,0.5879660248756409,0.7944273804300132
