epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
1,0.6788942217826843,0.5452353072376491,0.6058989663918813,0.8176831943835016
2,0.5751237702720305,0.7169761347161816,0.5091211746136347,0.8082492321193506
3,0.5076039451010087,0.7589216014274562,0.4542839427789052,0.8126371215445372
4,0.46760737063253627,0.7684705029552805,0.4366203596194585,0.8060552874067574
5,0.4515960225287606,0.766156462585034,0.4151638150215149,0.8431329530495832
6,0.4321838319301605,0.788613806178209,0.451658437649409,0.8293111013602457
7,0.4261420916985063,0.8046169287387086,0.4231925954421361,0.8242650285212814
8,0.3781724239096922,0.8357031337125014,0.4208257993062337,0.8569548047389206
9,0.37015653883709626,0.8357031337125014,0.41513864199320477,0.831505046072839
10,0.35852753097081885,0.8598611575777853,0.4282975196838379,0.8249232119350592
11,0.34365291849655266,0.864656518345043,0.3916623095671336,0.8475208424747697
12,0.29627364830059166,0.8742054198728672,0.4195321599642436,0.8082492321193506
13,0.24624681286513805,0.8949620831939333,0.4323509484529495,0.8358929354980255
14,0.24678623194203658,0.8936517229842758,0.4109594027201335,0.8038613426941641
15,0.22175273660789518,0.8942650830824133,0.4151442348957062,0.8271171566476525
16,0.20691083886605852,0.9042043046726888,0.44648290673891705,0.773365511189118
17,0.17997459530392113,0.9301466488234638,0.521526629726092,0.7689776217639316
18,0.20353362944853656,0.9372560499609679,0.4828477551539739,0.8242650285212814
19,0.18419030034805045,0.9284041485446638,0.5556713690360388,0.773365511189118
20,0.1498770139810136,0.9505548120887699,0.5052708884080251,0.8380868802106187
