epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
1,0.6585696006522459,0.5822460131593621,0.6176343162854513,0.6388767003071523
2,0.5098892511690364,0.7425281588045054,0.5434878965218862,0.7261956998683634
3,0.4920850957141203,0.7794552247128359,0.5225428938865662,0.7617376042123738
4,0.43668388268526864,0.7933673469387755,0.5146659662326177,0.7400175515577008
5,0.43025592100970883,0.8022192483550796,0.4908982664346695,0.7472575691092584
6,0.4074807140757056,0.8104996096799375,0.47768785059452057,0.7610794207985959
7,0.41955636923804,0.8343509534961526,0.4703609347343445,0.752303641948223
8,0.3629689876209287,0.853100256496041,0.4522451361020406,0.7617376042123738
9,0.3366641229128136,0.8640013382402141,0.44739751021067303,0.7654673102237823
10,0.3220447593313806,0.8551076168172187,0.46063919365406036,0.7755594559017113
11,0.3174289178979747,0.875209100033456,0.4691281169652939,0.764589732338745
12,0.2875223006395733,0.8854550016728002,0.5501319120327631,0.7696358051777095
13,0.31347472078221683,0.8782619605219137,0.5197282979885737,0.7812637121544537
14,0.2465886692790424,0.9059468049514887,0.43294421831766766,0.7683194383501536
15,0.17838132644400878,0.9454527712724434,0.4612474242846171,0.7755594559017113
16,0.18002353723653974,0.9321540091446414,0.439933439095815,0.7915752523036419
17,0.23412260226905346,0.9045528047284488,0.4338485524058342,0.8154892496709083
18,0.1713816952508162,0.9307600089216014,0.46457397441069287,0.7966213251426064
19,0.13665371297803872,0.9553501728560276,0.5234405646721522,0.7994734532689776
20,0.17330680809476795,0.9318055090888815,0.5219388554493586,0.8111013602457218
21,0.1713500702753663,0.9495511319281811,0.5312717407941818,0.7900394910048267
22,0.09952480841756743,0.9652057544329207,0.5986933211485544,0.8111013602457218
23,0.10525119003004339,0.9693459350953496,0.7778850545485815,0.7950855638437911
24,0.2931064859525684,0.9062534850005577,0.5839585190018018,0.7799473453268978
25,0.12587017419419305,0.9536076725772276,0.504601334532102,0.7755594559017113
26,0.1156034560271484,0.9628498940559831,0.6785818239053091,0.7994734532689776
27,0.09447040554711267,0.963198394111743,0.5822786539793015,0.822729267222466
28,0.06989635810125894,0.9700011152001784,0.6447121053934097,0.7922334357174199
29,0.059210117466350576,0.976148656183785,0.6669208457072576,0.7827994734532691
30,0.05404842459350167,0.9887504182000669,0.6631091808279356,0.8198771390960948
31,0.05192759579607381,0.9822961971673916,0.6718446562687556,0.8016673979815709
32,0.027373854520941248,0.9945494591279135,0.7590628663698832,0.7994734532689776
33,0.05129748155441655,0.9795500167280027,0.6470207472642263,0.8198771390960948
34,0.053801692252390614,0.9771523363443738,0.8365466942389806,0.7595436594997806
35,0.05181594288724762,0.9771523363443738,0.8225010186433792,0.773365511189118
36,0.061150630254654545,0.9727472956395673,0.9672868450482687,0.7784115840280825
37,0.06075365361689097,0.9812506970001116,0.8490882143378258,0.7871873628784555
38,0.10661814985606351,0.9703077952492472,1.048544466495514,0.7880649407634928
39,0.10250480446848087,0.9737927958068473,1.0328845977783203,0.774023694602896
